date;heure;NO2;O3
;;microg/m3;microg/m3
10/04/2016;4;54;4
10/04/2016;5;49;4
10/04/2016;6;45;7
10/04/2016;7;38;16
10/04/2016;8;25;39
10/04/2016;9;16;n/d
10/04/2016;10;13;52
10/04/2016;11;11;66
10/04/2016;12;11;72
10/04/2016;13;10;77
10/04/2016;14;10;80
10/04/2016;15;10;81
10/04/2016;16;13;82
10/04/2016;17;13;82
10/04/2016;18;23;76
10/04/2016;19;33;67
10/04/2016;20;35;61
10/04/2016;21;36;54
10/04/2016;22;31;54
10/04/2016;23;23;59
10/04/2016;24;18;63
11/04/2016;1;13;67
11/04/2016;2;14;63
11/04/2016;3;16;59
11/04/2016;4;22;50
11/04/2016;5;44;25
11/04/2016;6;68;4
11/04/2016;7;69;8
11/04/2016;8;69;6
11/04/2016;9;61;8
11/04/2016;10;43;24
11/04/2016;11;33;39
11/04/2016;12;30;42
11/04/2016;13;36;37
11/04/2016;14;34;50
11/04/2016;15;27;61
11/04/2016;16;34;49
11/04/2016;17;23;65
11/04/2016;18;22;70
11/04/2016;19;34;58
11/04/2016;20;46;41
11/04/2016;21;36;45
11/04/2016;22;46;36
11/04/2016;23;29;52
11/04/2016;24;27;56
12/04/2016;1;27;53
12/04/2016;2;23;51
12/04/2016;3;30;34
12/04/2016;4;57;5
12/04/2016;5;62;3
12/04/2016;6;56;5
12/04/2016;7;53;12
12/04/2016;8;70;7
12/04/2016;9;71;8
12/04/2016;10;49;16
12/04/2016;11;38;26
12/04/2016;12;21;59
12/04/2016;13;16;73
12/04/2016;14;16;77
12/04/2016;15;17;77
12/04/2016;16;17;80
12/04/2016;17;20;76
12/04/2016;18;28;67
12/04/2016;19;38;55
12/04/2016;20;39;51
12/04/2016;21;30;56
12/04/2016;22;43;39
12/04/2016;23;34;46
12/04/2016;24;18;61
13/04/2016;1;14;61
13/04/2016;2;16;53
13/04/2016;3;15;49
13/04/2016;4;18;52
13/04/2016;5;30;43
13/04/2016;6;53;22
13/04/2016;7;51;24
13/04/2016;8;50;31
13/04/2016;9;39;42
13/04/2016;10;22;65
13/04/2016;11;15;76
13/04/2016;12;12;80
13/04/2016;13;20;74
13/04/2016;14;26;70
13/04/2016;15;23;75
13/04/2016;16;35;60
13/04/2016;17;50;48
13/04/2016;18;52;45
13/04/2016;19;26;70
13/04/2016;20;26;60
13/04/2016;21;26;60
13/04/2016;22;30;52
13/04/2016;23;39;36
13/04/2016;24;40;37
14/04/2016;1;20;53
14/04/2016;2;19;52
14/04/2016;3;26;39
14/04/2016;4;35;37
14/04/2016;5;62;16
14/04/2016;6;67;6
14/04/2016;7;76;8
14/04/2016;8;67;15
14/04/2016;9;51;33
14/04/2016;10;34;53
14/04/2016;11;21;70
14/04/2016;12;14;82
14/04/2016;13;14;84
14/04/2016;14;21;78
14/04/2016;15;22;75
14/04/2016;16;35;59
14/04/2016;17;44;48
14/04/2016;18;55;35
14/04/2016;19;61;25
14/04/2016;20;44;35
14/04/2016;21;32;42
14/04/2016;22;19;55
14/04/2016;23;24;49
14/04/2016;24;22;48
15/04/2016;1;17;49
15/04/2016;2;11;52
15/04/2016;3;11;52
15/04/2016;4;19;40
15/04/2016;5;40;19
15/04/2016;6;48;17
15/04/2016;7;37;36
15/04/2016;8;24;54
15/04/2016;9;18;64
15/04/2016;10;15;72
15/04/2016;11;14;75
15/04/2016;12;16;71
15/04/2016;13;16;72
15/04/2016;14;23;63
15/04/2016;15;20;69
15/04/2016;16;20;68
15/04/2016;17;19;69
15/04/2016;18;24;62
15/04/2016;19;29;56
15/04/2016;20;25;60
15/04/2016;21;19;61
15/04/2016;22;16;63
15/04/2016;23;15;66
15/04/2016;24;13;68
16/04/2016;1;13;65
16/04/2016;2;12;63
16/04/2016;3;12;63
16/04/2016;4;17;56
16/04/2016;5;24;48
16/04/2016;6;22;44
16/04/2016;7;23;44
16/04/2016;8;18;53
16/04/2016;9;15;67
16/04/2016;10;12;74
16/04/2016;11;12;79
16/04/2016;12;10;86
16/04/2016;13;13;79
16/04/2016;14;13;82
16/04/2016;15;15;82
16/04/2016;16;17;74
16/04/2016;17;17;74
16/04/2016;18;21;71
16/04/2016;19;23;70
16/04/2016;20;21;69
16/04/2016;21;19;64
16/04/2016;22;15;70
16/04/2016;23;16;68
16/04/2016;24;14;71
17/04/2016;1;12;67
17/04/2016;2;14;58
17/04/2016;3;15;56
17/04/2016;4;12;54
17/04/2016;5;11;55
17/04/2016;6;16;48
17/04/2016;7;16;52
17/04/2016;8;12;58
17/04/2016;9;9;68
17/04/2016;10;10;67
17/04/2016;11;14;68
17/04/2016;12;12;72
17/04/2016;13;13;71
17/04/2016;14;10;77
17/04/2016;15;9;82
17/04/2016;16;8;79
17/04/2016;17;14;72
17/04/2016;18;23;60
17/04/2016;19;26;56
17/04/2016;20;33;50
17/04/2016;21;37;44
17/04/2016;22;54;26
17/04/2016;23;43;30
17/04/2016;24;33;39
18/04/2016;1;20;51
18/04/2016;2;17;54
18/04/2016;3;27;39
18/04/2016;4;28;36
18/04/2016;5;47;18
18/04/2016;6;59;8
18/04/2016;7;64;13
18/04/2016;8;58;28
18/04/2016;9;37;49
18/04/2016;10;25;63
18/04/2016;11;20;70
18/04/2016;12;17;74
18/04/2016;13;13;80
18/04/2016;14;15;80
18/04/2016;15;13;88
18/04/2016;16;13;91
18/04/2016;17;18;84
18/04/2016;18;16;84
18/04/2016;19;21;75
18/04/2016;20;24;70
18/04/2016;21;28;66
18/04/2016;22;38;55
18/04/2016;23;23;73
18/04/2016;24;16;78
19/04/2016;1;16;72
19/04/2016;2;16;64
19/04/2016;3;41;37
19/04/2016;4;23;59
19/04/2016;5;25;63
19/04/2016;6;41;51
19/04/2016;7;52;42
19/04/2016;8;38;56
19/04/2016;9;28;66
19/04/2016;10;31;66
19/04/2016;11;30;70
19/04/2016;12;19;80
19/04/2016;13;13;89
19/04/2016;14;12;91
19/04/2016;15;12;93
19/04/2016;16;12;96
19/04/2016;17;12;93
19/04/2016;18;11;94
19/04/2016;19;14;90
19/04/2016;20;17;81
19/04/2016;21;23;69
19/04/2016;22;26;61
19/04/2016;23;24;57
19/04/2016;24;20;60
20/04/2016;1;15;63
20/04/2016;2;15;62
20/04/2016;3;16;60
20/04/2016;4;19;53
20/04/2016;5;32;38
20/04/2016;6;37;34
20/04/2016;7;29;41
20/04/2016;8;26;46
20/04/2016;9;19;58
20/04/2016;10;15;73
20/04/2016;11;11;82
20/04/2016;12;12;89
20/04/2016;13;11;96
20/04/2016;14;10;98
20/04/2016;15;12;98
20/04/2016;16;15;99
20/04/2016;17;16;97
20/04/2016;18;19;89
20/04/2016;19;21;82
20/04/2016;20;21;79
20/04/2016;21;22;75
20/04/2016;22;23;70
20/04/2016;23;19;71
20/04/2016;24;18;67
21/04/2016;1;17;65
21/04/2016;2;16;63
21/04/2016;3;16;60
21/04/2016;4;19;55
21/04/2016;5;32;40
21/04/2016;6;44;28
21/04/2016;7;55;19
21/04/2016;8;52;24
21/04/2016;9;49;29
21/04/2016;10;38;42
21/04/2016;11;40;45
21/04/2016;12;n/d;52
21/04/2016;13;n/d;65
21/04/2016;14;26;77
21/04/2016;15;23;86
21/04/2016;16;26;88
21/04/2016;17;34;82
21/04/2016;18;46;68
21/04/2016;19;49;61
21/04/2016;20;66;40
21/04/2016;21;69;24
21/04/2016;22;79;13
21/04/2016;23;73;14
21/04/2016;24;76;10
22/04/2016;1;75;6
22/04/2016;2;49;21
22/04/2016;3;36;32
22/04/2016;4;35;29
22/04/2016;5;53;10
22/04/2016;6;60;6
22/04/2016;7;59;8
22/04/2016;8;58;10
22/04/2016;9;61;12
22/04/2016;10;60;18
22/04/2016;11;55;22
22/04/2016;12;51;26
22/04/2016;13;40;37
22/04/2016;14;40;37
22/04/2016;15;39;39
22/04/2016;16;45;29
22/04/2016;17;45;29
22/04/2016;18;46;32
22/04/2016;19;40;36
22/04/2016;20;37;30
22/04/2016;21;38;28
22/04/2016;22;37;27
22/04/2016;23;32;32
22/04/2016;24;29;31
23/04/2016;1;22;37
23/04/2016;2;19;41
23/04/2016;3;18;38
23/04/2016;4;18;34
23/04/2016;5;18;36
23/04/2016;6;16;44
23/04/2016;7;17;42
23/04/2016;8;18;43
23/04/2016;9;16;52
23/04/2016;10;12;67
23/04/2016;11;14;63
23/04/2016;12;12;69
23/04/2016;13;16;64
23/04/2016;14;17;63
23/04/2016;15;17;64
23/04/2016;16;16;67
23/04/2016;17;18;68
23/04/2016;18;16;70
23/04/2016;19;20;66
23/04/2016;20;17;69
23/04/2016;21;17;66
23/04/2016;22;19;61
23/04/2016;23;22;57
23/04/2016;24;18;60
24/04/2016;1;15;63
24/04/2016;2;19;55
24/04/2016;3;25;45
24/04/2016;4;22;44
24/04/2016;5;26;41
24/04/2016;6;24;48
24/04/2016;7;27;48
24/04/2016;8;22;54
24/04/2016;9;13;68
24/04/2016;10;10;70
24/04/2016;11;12;72
24/04/2016;12;17;64
24/04/2016;13;21;60
24/04/2016;14;19;60
24/04/2016;15;18;58
24/04/2016;16;17;64
24/04/2016;17;18;68
24/04/2016;18;20;70
24/04/2016;19;20;69
24/04/2016;20;18;72
24/04/2016;21;19;68
24/04/2016;22;21;63
24/04/2016;23;25;55
24/04/2016;24;20;57
25/04/2016;1;26;50
25/04/2016;2;20;59
25/04/2016;3;15;64
25/04/2016;4;24;52
25/04/2016;5;53;23
25/04/2016;6;64;14
25/04/2016;7;43;30
25/04/2016;8;32;38
25/04/2016;9;22;53
25/04/2016;10;17;60
25/04/2016;11;17;62
25/04/2016;12;22;59
25/04/2016;13;15;74
25/04/2016;14;15;71
25/04/2016;15;18;n/d
25/04/2016;16;17;68
25/04/2016;17;21;62
25/04/2016;18;24;57
25/04/2016;19;28;47
25/04/2016;20;19;55
25/04/2016;21;16;58
25/04/2016;22;15;55
25/04/2016;23;12;56
25/04/2016;24;10;60
26/04/2016;1;7;62
26/04/2016;2;9;62
26/04/2016;3;11;54
26/04/2016;4;11;64
26/04/2016;5;27;46
26/04/2016;6;45;23
26/04/2016;7;46;30
26/04/2016;8;39;42
26/04/2016;9;35;51
26/04/2016;10;23;70
26/04/2016;11;20;71
26/04/2016;12;23;68
26/04/2016;13;25;71
26/04/2016;14;21;73
26/04/2016;15;20;73
26/04/2016;16;18;77
26/04/2016;17;21;73
26/04/2016;18;33;57
26/04/2016;19;36;52
26/04/2016;20;47;37
26/04/2016;21;55;28
26/04/2016;22;44;39
26/04/2016;23;29;53
26/04/2016;24;26;51
27/04/2016;1;16;60
27/04/2016;2;11;66
27/04/2016;3;12;63
27/04/2016;4;17;60
27/04/2016;5;29;43
27/04/2016;6;47;25
27/04/2016;7;43;30
27/04/2016;8;32;43
27/04/2016;9;n/d;n/d
27/04/2016;10;n/d;n/d
27/04/2016;11;16;58
27/04/2016;12;14;65
27/04/2016;13;18;67
27/04/2016;14;22;66
27/04/2016;15;17;74
27/04/2016;16;20;71
27/04/2016;17;33;56
27/04/2016;18;34;55
27/04/2016;19;36;58
27/04/2016;20;41;49
27/04/2016;21;45;38
27/04/2016;22;41;35
27/04/2016;23;34;42
27/04/2016;24;23;61
28/04/2016;1;23;57
28/04/2016;2;29;48
28/04/2016;3;57;20
28/04/2016;4;60;5
28/04/2016;5;63;1
28/04/2016;6;80;2
28/04/2016;7;72;15
28/04/2016;8;48;40
28/04/2016;9;24;66
28/04/2016;10;19;71
28/04/2016;11;17;71
28/04/2016;12;15;74
28/04/2016;13;12;82
28/04/2016;14;16;73
28/04/2016;15;16;75
28/04/2016;16;17;73
28/04/2016;17;19;74
28/04/2016;18;23;67
28/04/2016;19;23;65
28/04/2016;20;33;55
28/04/2016;21;44;39
28/04/2016;22;40;40
28/04/2016;23;32;48
28/04/2016;24;21;58
29/04/2016;1;27;45
29/04/2016;2;24;44
29/04/2016;3;26;40
29/04/2016;4;33;32
29/04/2016;5;47;21
29/04/2016;6;49;21
29/04/2016;7;39;32
29/04/2016;8;25;47
29/04/2016;9;18;58
29/04/2016;10;16;63
29/04/2016;11;14;68
29/04/2016;12;13;70
29/04/2016;13;13;72
29/04/2016;14;16;70
29/04/2016;15;17;67
29/04/2016;16;17;70
29/04/2016;17;16;71
29/04/2016;18;24;61
29/04/2016;19;35;45
29/04/2016;20;28;51
29/04/2016;21;35;40
29/04/2016;22;34;36
29/04/2016;23;24;41
29/04/2016;24;32;28
30/04/2016;1;28;37
30/04/2016;2;22;40
30/04/2016;3;13;52
30/04/2016;4;11;62
30/04/2016;5;14;64
30/04/2016;6;21;62
30/04/2016;7;22;60
30/04/2016;8;21;61
30/04/2016;9;21;59
30/04/2016;10;16;63
30/04/2016;11;15;61
30/04/2016;12;16;61
30/04/2016;13;16;64
30/04/2016;14;21;62
30/04/2016;15;22;70
30/04/2016;16;23;65
30/04/2016;17;26;60
30/04/2016;18;30;55
30/04/2016;19;23;71
30/04/2016;20;29;65
30/04/2016;21;28;65
30/04/2016;22;22;68
30/04/2016;23;24;60
30/04/2016;24;30;48
01/05/2016;1;29;44
01/05/2016;2;27;44
01/05/2016;3;28;45
01/05/2016;4;31;45
01/05/2016;5;24;55
01/05/2016;6;34;42
01/05/2016;7;26;50
01/05/2016;8;17;67
01/05/2016;9;11;82
01/05/2016;10;9;87
01/05/2016;11;10;87
01/05/2016;12;9;91
01/05/2016;13;9;92
01/05/2016;14;9;96
01/05/2016;15;10;97
01/05/2016;16;11;96
01/05/2016;17;12;97
01/05/2016;18;n/d;91
01/05/2016;19;17;86
01/05/2016;20;26;70
01/05/2016;21;25;68
01/05/2016;22;27;58
01/05/2016;23;24;54
01/05/2016;24;27;49
02/05/2016;1;19;57
02/05/2016;2;17;58
02/05/2016;3;32;38
02/05/2016;4;26;47
02/05/2016;5;43;31
02/05/2016;6;69;12
02/05/2016;7;77;11
02/05/2016;8;n/d;23
02/05/2016;9;45;52
02/05/2016;10;31;65
02/05/2016;11;27;69
02/05/2016;12;25;72
02/05/2016;13;15;85
02/05/2016;14;13;92
02/05/2016;15;15;85
02/05/2016;16;16;72
02/05/2016;17;16;65
02/05/2016;18;20;55
02/05/2016;19;15;54
02/05/2016;20;27;45
02/05/2016;21;28;38
02/05/2016;22;18;44
02/05/2016;23;16;41
02/05/2016;24;12;44
03/05/2016;1;7;54
03/05/2016;2;5;72
03/05/2016;3;7;66
03/05/2016;4;12;55
03/05/2016;5;23;42
03/05/2016;6;32;33
03/05/2016;7;33;32
03/05/2016;8;31;36
03/05/2016;9;23;47
03/05/2016;10;19;55
03/05/2016;11;n/d;66
03/05/2016;12;n/d;71
03/05/2016;13;n/d;75
03/05/2016;14;15;75
03/05/2016;15;14;78
03/05/2016;16;17;76
03/05/2016;17;15;82
03/05/2016;18;18;76
03/05/2016;19;23;69
03/05/2016;20;22;67
03/05/2016;21;22;64
03/05/2016;22;20;61
03/05/2016;23;21;57
03/05/2016;24;18;59
04/05/2016;1;14;63
04/05/2016;2;15;55
04/05/2016;3;18;51
04/05/2016;4;22;47
04/05/2016;5;39;31
04/05/2016;6;51;24
04/05/2016;7;56;23
04/05/2016;8;50;29
04/05/2016;9;42;41
04/05/2016;10;20;70
04/05/2016;11;13;84
04/05/2016;12;n/d;91
04/05/2016;13;n/d;95
04/05/2016;14;12;102
04/05/2016;15;11;107
04/05/2016;16;14;104
04/05/2016;17;16;104
04/05/2016;18;16;104
04/05/2016;19;23;93
04/05/2016;20;36;77
04/05/2016;21;39;70
04/05/2016;22;40;64
04/05/2016;23;35;65
04/05/2016;24;33;69
05/05/2016;1;38;60
05/05/2016;2;30;67
05/05/2016;3;19;73
05/05/2016;4;24;66
05/05/2016;5;31;58
05/05/2016;6;30;58
05/05/2016;7;30;59
05/05/2016;8;19;71
05/05/2016;9;13;83
05/05/2016;10;14;90
05/05/2016;11;12;103
05/05/2016;12;10;111
05/05/2016;13;8;112
05/05/2016;14;9;119
05/05/2016;15;8;119
05/05/2016;16;10;118
05/05/2016;17;13;112
05/05/2016;18;19;103
05/05/2016;19;26;93
05/05/2016;20;34;78
05/05/2016;21;37;68
05/05/2016;22;37;65
05/05/2016;23;36;63
05/05/2016;24;36;61
06/05/2016;1;37;57
06/05/2016;2;33;59
06/05/2016;3;n/d;52
06/05/2016;4;n/d;54
06/05/2016;5;n/d;28
06/05/2016;6;n/d;34
06/05/2016;7;n/d;44
06/05/2016;8;n/d;36
06/05/2016;9;56;41
06/05/2016;10;28;88
06/05/2016;11;18;105
06/05/2016;12;13;116
06/05/2016;13;12;121
06/05/2016;14;11;121
06/05/2016;15;10;124
06/05/2016;16;12;121
06/05/2016;17;15;116
06/05/2016;18;25;103
06/05/2016;19;34;91
06/05/2016;20;42;78
06/05/2016;21;40;69
06/05/2016;22;77;33
06/05/2016;23;98;10
06/05/2016;24;84;15
07/05/2016;1;90;4
07/05/2016;2;56;30
07/05/2016;3;31;51
07/05/2016;4;28;50
07/05/2016;5;28;54
07/05/2016;6;30;53
07/05/2016;7;19;74
07/05/2016;8;19;78
07/05/2016;9;18;81
07/05/2016;10;16;91
07/05/2016;11;14;103
07/05/2016;12;10;114
07/05/2016;13;11;109
07/05/2016;14;11;105
07/05/2016;15;10;106
07/05/2016;16;10;110
07/05/2016;17;11;106
07/05/2016;18;17;102
07/05/2016;19;21;98
07/05/2016;20;31;80
07/05/2016;21;44;58
07/05/2016;22;68;34
07/05/2016;23;76;28
07/05/2016;24;50;48
08/05/2016;1;32;65
08/05/2016;2;23;72
08/05/2016;3;14;83
08/05/2016;4;12;79
08/05/2016;5;16;66
08/05/2016;6;22;58
08/05/2016;7;18;69
08/05/2016;8;14;88
08/05/2016;9;11;102
08/05/2016;10;10;106
08/05/2016;11;11;105
08/05/2016;12;9;109
08/05/2016;13;8;116
08/05/2016;14;12;115
08/05/2016;15;11;117
08/05/2016;16;11;120
08/05/2016;17;16;114
08/05/2016;18;20;109
08/05/2016;19;31;97
08/05/2016;20;18;106
08/05/2016;21;18;99
08/05/2016;22;22;87
08/05/2016;23;14;95
08/05/2016;24;10;101
09/05/2016;1;7;106
09/05/2016;2;5;110
09/05/2016;3;7;107
09/05/2016;4;12;98
09/05/2016;5;30;77
09/05/2016;6;30;77
09/05/2016;7;27;71
09/05/2016;8;21;70
09/05/2016;9;18;74
09/05/2016;10;18;75
09/05/2016;11;16;74
09/05/2016;12;14;78
09/05/2016;13;15;78
09/05/2016;14;19;64
09/05/2016;15;19;63
09/05/2016;16;20;65
09/05/2016;17;21;63
09/05/2016;18;23;63
09/05/2016;19;17;65
09/05/2016;20;16;59
09/05/2016;21;17;50
09/05/2016;22;14;53
09/05/2016;23;12;53
09/05/2016;24;8;54
10/05/2016;1;7;59
10/05/2016;2;6;70
10/05/2016;3;8;69
10/05/2016;4;15;55
10/05/2016;5;32;33
10/05/2016;6;42;19
10/05/2016;7;39;18
10/05/2016;8;34;23
10/05/2016;9;30;28
10/05/2016;10;28;43
10/05/2016;11;26;50
10/05/2016;12;23;54
10/05/2016;13;31;44
10/05/2016;14;45;27
10/05/2016;15;38;28
10/05/2016;16;37;30
10/05/2016;17;43;26
10/05/2016;18;41;22
10/05/2016;19;50;12
10/05/2016;20;50;10
10/05/2016;21;40;12
10/05/2016;22;38;10
10/05/2016;23;33;10
10/05/2016;24;33;7
11/05/2016;1;23;15
11/05/2016;2;18;19
11/05/2016;3;15;22
11/05/2016;4;17;20
11/05/2016;5;28;9
11/05/2016;6;38;4
11/05/2016;7;48;0
11/05/2016;8;51;n/d
11/05/2016;9;53;5
11/05/2016;10;56;10
11/05/2016;11;50;10
11/05/2016;12;52;9
11/05/2016;13;47;10
11/05/2016;14;53;5
11/05/2016;15;44;20
11/05/2016;16;40;36
11/05/2016;17;31;47
11/05/2016;18;30;45
11/05/2016;19;31;41
11/05/2016;20;33;28
11/05/2016;21;40;26
11/05/2016;22;44;20
11/05/2016;23;37;21
11/05/2016;24;31;24
12/05/2016;1;29;24
12/05/2016;2;27;15
12/05/2016;3;36;9
12/05/2016;4;27;21
12/05/2016;5;45;1
12/05/2016;6;47;4
12/05/2016;7;49;11
12/05/2016;8;43;24
12/05/2016;9;39;35
12/05/2016;10;37;43
12/05/2016;11;33;51
12/05/2016;12;44;42
12/05/2016;13;52;39
12/05/2016;14;44;38
12/05/2016;15;54;24
12/05/2016;16;59;20
12/05/2016;17;70;22
12/05/2016;18;85;5
12/05/2016;19;64;9
12/05/2016;20;37;24
12/05/2016;21;34;34
12/05/2016;22;26;44
12/05/2016;23;24;40
12/05/2016;24;26;37
13/05/2016;1;27;37
13/05/2016;2;20;36
13/05/2016;3;21;31
13/05/2016;4;25;27
13/05/2016;5;39;15
13/05/2016;6;49;6
13/05/2016;7;55;5
13/05/2016;8;61;5
13/05/2016;9;58;9
13/05/2016;10;52;17
13/05/2016;11;44;30
13/05/2016;12;35;44
13/05/2016;13;32;62
13/05/2016;14;30;76
13/05/2016;15;32;84
13/05/2016;16;35;99
13/05/2016;17;48;64
13/05/2016;18;45;62
13/05/2016;19;26;81
13/05/2016;20;23;83
13/05/2016;21;19;84
13/05/2016;22;16;76
13/05/2016;23;13;76
13/05/2016;24;11;73
14/05/2016;1;9;72
14/05/2016;2;7;74
14/05/2016;3;6;76
14/05/2016;4;7;76
14/05/2016;5;10;75
14/05/2016;6;12;75
14/05/2016;7;13;76
14/05/2016;8;12;80
14/05/2016;9;12;80
14/05/2016;10;12;82
14/05/2016;11;13;79
14/05/2016;12;12;81
14/05/2016;13;12;82
14/05/2016;14;12;81
14/05/2016;15;10;84
14/05/2016;16;11;84
14/05/2016;17;12;83
14/05/2016;18;16;80
14/05/2016;19;16;80
14/05/2016;20;16;78
14/05/2016;21;17;73
14/05/2016;22;18;69
14/05/2016;23;18;69
14/05/2016;24;19;69
15/05/2016;1;17;71
15/05/2016;2;18;66
15/05/2016;3;19;59
15/05/2016;4;24;45
15/05/2016;5;24;39
15/05/2016;6;24;44
15/05/2016;7;19;59
15/05/2016;8;16;69
15/05/2016;9;14;74
15/05/2016;10;14;79
15/05/2016;11;11;83
15/05/2016;12;12;86
15/05/2016;13;11;88
15/05/2016;14;12;90
15/05/2016;15;12;92
15/05/2016;16;12;94
15/05/2016;17;11;95
15/05/2016;18;15;90
15/05/2016;19;14;86
15/05/2016;20;22;73
15/05/2016;21;31;59
15/05/2016;22;37;52
15/05/2016;23;21;61
15/05/2016;24;23;52
16/05/2016;1;23;61
16/05/2016;2;14;79
16/05/2016;3;12;80
16/05/2016;4;16;67
16/05/2016;5;21;57
16/05/2016;6;24;62
16/05/2016;7;23;69
16/05/2016;8;23;67
16/05/2016;9;20;73
16/05/2016;10;20;68
16/05/2016;11;19;73
16/05/2016;12;10;86
16/05/2016;13;13;85
16/05/2016;14;11;83
16/05/2016;15;18;75
16/05/2016;16;17;77
16/05/2016;17;14;79
16/05/2016;18;15;80
16/05/2016;19;16;87
16/05/2016;20;16;84
16/05/2016;21;21;73
16/05/2016;22;23;65
16/05/2016;23;18;72
16/05/2016;24;15;71
17/05/2016;1;16;63
17/05/2016;2;19;53
17/05/2016;3;28;48
17/05/2016;4;54;28
17/05/2016;5;55;15
17/05/2016;6;56;21
17/05/2016;7;48;39
17/05/2016;8;41;55
17/05/2016;9;35;67
17/05/2016;10;23;83
17/05/2016;11;16;92
17/05/2016;12;13;97
17/05/2016;13;11;98
17/05/2016;14;15;94
17/05/2016;15;16;87
17/05/2016;16;18;78
17/05/2016;17;17;78
17/05/2016;18;22;74
17/05/2016;19;22;74
17/05/2016;20;23;74
17/05/2016;21;28;65
17/05/2016;22;46;46
17/05/2016;23;61;29
17/05/2016;24;35;48
18/05/2016;1;30;52
18/05/2016;2;30;45
18/05/2016;3;35;38
18/05/2016;4;35;37
18/05/2016;5;51;23
18/05/2016;6;61;16
18/05/2016;7;37;42
18/05/2016;8;25;70
18/05/2016;9;18;91
18/05/2016;10;16;96
18/05/2016;11;16;97
18/05/2016;12;16;96
18/05/2016;13;21;91
18/05/2016;14;19;86
18/05/2016;15;29;69
18/05/2016;16;32;57
18/05/2016;17;20;62
18/05/2016;18;21;56
18/05/2016;19;26;50
18/05/2016;20;32;39
18/05/2016;21;18;51
18/05/2016;22;19;51
18/05/2016;23;17;46
18/05/2016;24;9;46
19/05/2016;1;7;50
19/05/2016;2;6;65
19/05/2016;3;7;61
19/05/2016;4;8;54
19/05/2016;5;16;45
19/05/2016;6;25;35
19/05/2016;7;32;29
19/05/2016;8;28;32
19/05/2016;9;26;35
19/05/2016;10;26;33
19/05/2016;11;24;37
19/05/2016;12;23;41
19/05/2016;13;17;51
19/05/2016;14;17;56
19/05/2016;15;17;62
19/05/2016;16;16;65
19/05/2016;17;18;68
19/05/2016;18;23;65
19/05/2016;19;21;62
19/05/2016;20;28;47
19/05/2016;21;59;18
19/05/2016;22;81;1
19/05/2016;23;76;1
19/05/2016;24;65;2
20/05/2016;1;47;9
20/05/2016;2;21;33
20/05/2016;3;30;23
20/05/2016;4;40;12
20/05/2016;5;43;10
20/05/2016;6;39;15
20/05/2016;7;39;13
20/05/2016;8;29;19
20/05/2016;9;25;23
20/05/2016;10;24;25
20/05/2016;11;25;25
20/05/2016;12;15;40
20/05/2016;13;16;43
20/05/2016;14;13;53
20/05/2016;15;14;58
20/05/2016;16;17;62
20/05/2016;17;22;58
20/05/2016;18;22;59
20/05/2016;19;27;50
20/05/2016;20;33;40
20/05/2016;21;37;32
20/05/2016;22;41;24
20/05/2016;23;38;21
20/05/2016;24;29;27
21/05/2016;1;25;24
21/05/2016;2;22;20
21/05/2016;3;24;13
21/05/2016;4;28;7
21/05/2016;5;28;8
21/05/2016;6;25;12
21/05/2016;7;21;18
21/05/2016;8;18;27
21/05/2016;9;15;38
21/05/2016;10;11;53
21/05/2016;11;11;61
21/05/2016;12;11;67
21/05/2016;13;9;74
21/05/2016;14;11;76
21/05/2016;15;11;78
21/05/2016;16;13;76
21/05/2016;17;20;64
21/05/2016;18;34;47
21/05/2016;19;52;29
21/05/2016;20;56;19
21/05/2016;21;55;13
21/05/2016;22;70;2
21/05/2016;23;72;2
21/05/2016;24;40;33
22/05/2016;1;10;64
22/05/2016;2;13;57
22/05/2016;3;14;51
22/05/2016;4;16;45
22/05/2016;5;24;35
22/05/2016;6;19;35
22/05/2016;7;20;34
22/05/2016;8;20;35
22/05/2016;9;19;36
22/05/2016;10;12;52
22/05/2016;11;16;51
22/05/2016;12;17;52
22/05/2016;13;15;53
22/05/2016;14;33;32
22/05/2016;15;14;64
22/05/2016;16;16;58
22/05/2016;17;23;46
22/05/2016;18;28;44
22/05/2016;19;32;39
22/05/2016;20;39;31
22/05/2016;21;21;48
22/05/2016;22;16;46
22/05/2016;23;12;51
22/05/2016;24;8;54
23/05/2016;1;7;51
23/05/2016;2;8;50
23/05/2016;3;7;52
23/05/2016;4;9;44
23/05/2016;5;21;31
23/05/2016;6;29;23
23/05/2016;7;37;18
23/05/2016;8;47;n/d
23/05/2016;9;35;21
23/05/2016;10;29;19
23/05/2016;11;33;26
23/05/2016;12;25;37
23/05/2016;13;22;32
23/05/2016;14;23;32
23/05/2016;15;19;43
23/05/2016;16;22;44
23/05/2016;17;23;48
23/05/2016;18;23;53
23/05/2016;19;24;53
23/05/2016;20;20;55
23/05/2016;21;19;58
23/05/2016;22;17;57
23/05/2016;23;17;53
23/05/2016;24;18;46
24/05/2016;1;15;47
24/05/2016;2;16;43
24/05/2016;3;14;49
24/05/2016;4;15;47
24/05/2016;5;17;51
24/05/2016;6;25;47
24/05/2016;7;25;47
24/05/2016;8;22;49
24/05/2016;9;20;51
24/05/2016;10;22;47
24/05/2016;11;20;50
24/05/2016;12;15;61
24/05/2016;13;14;63
24/05/2016;14;16;59
24/05/2016;15;14;60
24/05/2016;16;18;56
24/05/2016;17;20;52
24/05/2016;18;19;52
