date;heure;NO2;O3
;;microg/m3;microg/m3
03/06/2008;10;29;55
03/06/2008;11;25;67
03/06/2008;12;20;67
03/06/2008;13;23;61
03/06/2008;14;22;56
03/06/2008;15;24;51
03/06/2008;16;19;54
03/06/2008;17;19;54
03/06/2008;18;21;59
03/06/2008;19;24;50
03/06/2008;20;18;52
03/06/2008;21;15;53
03/06/2008;22;12;60
03/06/2008;23;14;49
03/06/2008;24;13;44
04/06/2008;1;11;48
04/06/2008;2;10;48
04/06/2008;3;12;44
04/06/2008;4;15;40
04/06/2008;5;25;31
04/06/2008;6;36;21
04/06/2008;7;41;14
04/06/2008;8;44;15
04/06/2008;9;41;22
04/06/2008;10;35;34
04/06/2008;11;32;42
04/06/2008;12;29;52
04/06/2008;13;28;55
04/06/2008;14;n/d;n/d
04/06/2008;15;31;65
04/06/2008;16;30;71
04/06/2008;17;34;73
04/06/2008;18;37;75
04/06/2008;19;38;73
04/06/2008;20;28;72
04/06/2008;21;24;59
04/06/2008;22;18;64
04/06/2008;23;14;65
04/06/2008;24;16;60
05/06/2008;1;13;64
05/06/2008;2;11;68
05/06/2008;3;10;65
05/06/2008;4;10;65
05/06/2008;5;22;48
05/06/2008;6;53;21
05/06/2008;7;66;19
05/06/2008;8;59;28
05/06/2008;9;50;41
05/06/2008;10;44;51
05/06/2008;11;28;70
05/06/2008;12;20;79
05/06/2008;13;20;83
05/06/2008;14;22;82
05/06/2008;15;24;78
05/06/2008;16;27;72
05/06/2008;17;32;65
05/06/2008;18;28;66
05/06/2008;19;22;69
05/06/2008;20;22;67
05/06/2008;21;20;69
05/06/2008;22;19;67
05/06/2008;23;19;69
05/06/2008;24;18;70
06/06/2008;1;16;66
06/06/2008;2;11;70
06/06/2008;3;10;67
06/06/2008;4;11;66
06/06/2008;5;24;52
06/06/2008;6;42;39
06/06/2008;7;46;36
06/06/2008;8;39;38
06/06/2008;9;46;33
06/06/2008;10;38;45
06/06/2008;11;27;59
06/06/2008;12;24;61
06/06/2008;13;19;70
06/06/2008;14;19;72
06/06/2008;15;23;73
06/06/2008;16;26;72
06/06/2008;17;27;70
06/06/2008;18;28;66
06/06/2008;19;27;62
06/06/2008;20;27;61
06/06/2008;21;19;67
06/06/2008;22;18;69
06/06/2008;23;22;62
06/06/2008;24;21;53
07/06/2008;1;17;57
07/06/2008;2;11;59
07/06/2008;3;11;53
07/06/2008;4;13;45
07/06/2008;5;21;35
07/06/2008;6;25;32
07/06/2008;7;27;33
07/06/2008;8;27;36
07/06/2008;9;30;38
07/06/2008;10;26;53
07/06/2008;11;20;72
07/06/2008;12;19;82
07/06/2008;13;24;86
07/06/2008;14;29;86
07/06/2008;15;24;92
07/06/2008;16;27;83
07/06/2008;17;28;77
07/06/2008;18;33;68
07/06/2008;19;35;66
07/06/2008;20;34;65
07/06/2008;21;27;68
07/06/2008;22;23;75
07/06/2008;23;22;76
07/06/2008;24;21;70
08/06/2008;1;24;62
08/06/2008;2;20;62
08/06/2008;3;16;63
08/06/2008;4;17;56
08/06/2008;5;19;51
08/06/2008;6;21;48
08/06/2008;7;25;45
08/06/2008;8;30;43
08/06/2008;9;33;43
08/06/2008;10;30;57
08/06/2008;11;29;69
08/06/2008;12;20;90
08/06/2008;13;18;90
08/06/2008;14;15;90
08/06/2008;15;14;98
08/06/2008;16;16;100
08/06/2008;17;16;97
08/06/2008;18;17;96
08/06/2008;19;20;95
08/06/2008;20;25;90
08/06/2008;21;36;74
08/06/2008;22;33;78
08/06/2008;23;27;76
08/06/2008;24;17;80
09/06/2008;1;16;79
09/06/2008;2;15;78
09/06/2008;3;13;73
09/06/2008;4;17;65
09/06/2008;5;29;48
09/06/2008;6;40;43
09/06/2008;7;60;31
09/06/2008;8;61;37
09/06/2008;9;51;54
09/06/2008;10;47;68
09/06/2008;11;36;99
09/06/2008;12;28;120
09/06/2008;13;28;133
09/06/2008;14;24;140
09/06/2008;15;22;138
09/06/2008;16;26;135
09/06/2008;17;30;132
09/06/2008;18;23;136
09/06/2008;19;24;134
09/06/2008;20;26;127
09/06/2008;21;26;115
09/06/2008;22;26;103
09/06/2008;23;26;92
09/06/2008;24;26;84
10/06/2008;1;24;76
10/06/2008;2;24;70
10/06/2008;3;25;61
10/06/2008;4;29;58
10/06/2008;5;39;47
10/06/2008;6;66;26
10/06/2008;7;75;25
10/06/2008;8;68;41
10/06/2008;9;59;69
10/06/2008;10;49;92
10/06/2008;11;38;122
10/06/2008;12;26;157
10/06/2008;13;24;168
10/06/2008;14;26;170
10/06/2008;15;25;162
10/06/2008;16;24;142
10/06/2008;17;21;130
10/06/2008;18;22;130
10/06/2008;19;25;120
10/06/2008;20;26;110
10/06/2008;21;27;106
10/06/2008;22;23;76
10/06/2008;23;21;66
10/06/2008;24;15;76
11/06/2008;1;13;69
11/06/2008;2;13;67
11/06/2008;3;16;63
11/06/2008;4;19;55
11/06/2008;5;28;47
11/06/2008;6;43;36
11/06/2008;7;43;40
11/06/2008;8;36;55
11/06/2008;9;31;62
11/06/2008;10;24;77
11/06/2008;11;26;79
11/06/2008;12;25;79
11/06/2008;13;24;81
11/06/2008;14;22;77
11/06/2008;15;20;71
11/06/2008;16;26;61
11/06/2008;17;27;61
11/06/2008;18;25;63
11/06/2008;19;23;69
11/06/2008;20;23;75
11/06/2008;21;20;78
11/06/2008;22;23;70
11/06/2008;23;23;71
11/06/2008;24;21;71
12/06/2008;1;20;67
12/06/2008;2;21;57
12/06/2008;3;24;49
12/06/2008;4;39;25
12/06/2008;5;57;10
12/06/2008;6;60;14
12/06/2008;7;58;12
12/06/2008;8;46;23
12/06/2008;9;33;30
12/06/2008;10;22;31
12/06/2008;11;18;28
12/06/2008;12;31;37
12/06/2008;13;31;42
12/06/2008;14;19;61
12/06/2008;15;19;67
12/06/2008;16;21;64
12/06/2008;17;27;59
12/06/2008;18;29;58
12/06/2008;19;28;54
12/06/2008;20;20;61
12/06/2008;21;15;60
12/06/2008;22;18;56
12/06/2008;23;20;54
12/06/2008;24;16;61
13/06/2008;1;14;63
13/06/2008;2;12;63
13/06/2008;3;14;59
13/06/2008;4;20;48
13/06/2008;5;30;31
13/06/2008;6;39;37
13/06/2008;7;39;43
13/06/2008;8;38;47
13/06/2008;9;28;62
13/06/2008;10;27;63
13/06/2008;11;22;69
13/06/2008;12;22;70
13/06/2008;13;19;77
13/06/2008;14;20;80
13/06/2008;15;21;80
13/06/2008;16;23;78
13/06/2008;17;28;76
13/06/2008;18;28;73
13/06/2008;19;30;71
13/06/2008;20;33;63
13/06/2008;21;36;54
13/06/2008;22;39;53
13/06/2008;23;33;56
13/06/2008;24;31;51
14/06/2008;1;22;58
14/06/2008;2;26;48
14/06/2008;3;19;57
14/06/2008;4;17;52
14/06/2008;5;30;34
14/06/2008;6;33;34
14/06/2008;7;34;40
14/06/2008;8;29;55
14/06/2008;9;26;66
14/06/2008;10;17;79
14/06/2008;11;14;84
14/06/2008;12;12;87
14/06/2008;13;15;83
14/06/2008;14;12;84
14/06/2008;15;13;83
14/06/2008;16;14;81
14/06/2008;17;16;76
14/06/2008;18;16;75
14/06/2008;19;20;70
14/06/2008;20;20;77
14/06/2008;21;23;75
14/06/2008;22;24;69
14/06/2008;23;26;65
14/06/2008;24;27;60
15/06/2008;1;28;55
15/06/2008;2;22;62
15/06/2008;3;23;55
15/06/2008;4;29;48
15/06/2008;5;28;49
15/06/2008;6;45;28
15/06/2008;7;43;33
15/06/2008;8;32;47
15/06/2008;9;20;66
15/06/2008;10;15;70
15/06/2008;11;14;71
15/06/2008;12;12;75
15/06/2008;13;11;79
15/06/2008;14;11;76
15/06/2008;15;16;67
15/06/2008;16;17;68
15/06/2008;17;23;58
15/06/2008;18;24;58
15/06/2008;19;30;51
15/06/2008;20;41;39
15/06/2008;21;47;32
15/06/2008;22;53;23
15/06/2008;23;44;26
15/06/2008;24;39;30
16/06/2008;1;22;45
16/06/2008;2;19;47
16/06/2008;3;29;30
16/06/2008;4;51;3
16/06/2008;5;52;2
16/06/2008;6;51;13
16/06/2008;7;48;18
16/06/2008;8;39;29
16/06/2008;9;46;22
16/06/2008;10;35;41
16/06/2008;11;21;62
16/06/2008;12;14;79
16/06/2008;13;14;81
16/06/2008;14;17;78
16/06/2008;15;32;62
16/06/2008;16;18;81
16/06/2008;17;18;82
16/06/2008;18;18;77
16/06/2008;19;20;76
16/06/2008;20;26;72
16/06/2008;21;29;71
16/06/2008;22;29;70
16/06/2008;23;28;68
16/06/2008;24;27;64
17/06/2008;1;18;67
17/06/2008;2;21;55
17/06/2008;3;22;50
17/06/2008;4;30;38
17/06/2008;5;41;25
17/06/2008;6;53;19
17/06/2008;7;59;17
17/06/2008;8;58;24
17/06/2008;9;56;37
17/06/2008;10;41;65
17/06/2008;11;31;79
17/06/2008;12;30;86
17/06/2008;13;27;97
17/06/2008;14;28;109
17/06/2008;15;21;120
17/06/2008;16;20;117
17/06/2008;17;21;114
17/06/2008;18;22;107
17/06/2008;19;26;100
17/06/2008;20;25;97
17/06/2008;21;39;75
17/06/2008;22;67;45
17/06/2008;23;23;96
17/06/2008;24;19;95
18/06/2008;1;12;95
18/06/2008;2;13;85
18/06/2008;3;15;80
18/06/2008;4;19;73
18/06/2008;5;22;67
18/06/2008;6;43;48
18/06/2008;7;64;35
18/06/2008;8;69;35
18/06/2008;9;n/d;n/d
18/06/2008;10;n/d;n/d
18/06/2008;11;n/d;n/d
18/06/2008;12;n/d;n/d
18/06/2008;13;n/d;n/d
18/06/2008;14;n/d;n/d
18/06/2008;15;n/d;n/d
18/06/2008;16;n/d;n/d
18/06/2008;17;n/d;n/d
18/06/2008;18;n/d;n/d
18/06/2008;19;n/d;n/d
18/06/2008;20;n/d;n/d
18/06/2008;21;n/d;n/d
18/06/2008;22;n/d;n/d
18/06/2008;23;n/d;n/d
18/06/2008;24;n/d;n/d
19/06/2008;1;n/d;n/d
19/06/2008;2;n/d;n/d
19/06/2008;3;n/d;n/d
19/06/2008;4;n/d;n/d
19/06/2008;5;n/d;n/d
19/06/2008;6;n/d;n/d
19/06/2008;7;n/d;n/d
19/06/2008;8;n/d;n/d
19/06/2008;9;n/d;n/d
19/06/2008;10;n/d;n/d
19/06/2008;11;20;n/d
19/06/2008;12;21;n/d
19/06/2008;13;26;n/d
19/06/2008;14;21;n/d
19/06/2008;15;21;n/d
19/06/2008;16;28;n/d
19/06/2008;17;30;n/d
19/06/2008;18;30;n/d
19/06/2008;19;32;n/d
19/06/2008;20;42;n/d
19/06/2008;21;24;n/d
19/06/2008;22;30;n/d
19/06/2008;23;30;n/d
19/06/2008;24;29;n/d
20/06/2008;1;21;n/d
20/06/2008;2;13;n/d
20/06/2008;3;13;n/d
20/06/2008;4;20;n/d
20/06/2008;5;36;n/d
20/06/2008;6;64;n/d
20/06/2008;7;64;n/d
20/06/2008;8;51;n/d
20/06/2008;9;52;n/d
20/06/2008;10;34;n/d
20/06/2008;11;22;n/d
20/06/2008;12;15;n/d
20/06/2008;13;16;n/d
20/06/2008;14;16;n/d
20/06/2008;15;14;n/d
20/06/2008;16;23;n/d
20/06/2008;17;25;n/d
20/06/2008;18;22;n/d
20/06/2008;19;25;n/d
20/06/2008;20;27;n/d
20/06/2008;21;30;n/d
20/06/2008;22;40;n/d
20/06/2008;23;59;n/d
20/06/2008;24;70;n/d
21/06/2008;1;61;n/d
21/06/2008;2;53;n/d
21/06/2008;3;48;n/d
21/06/2008;4;48;n/d
21/06/2008;5;52;n/d
21/06/2008;6;47;n/d
21/06/2008;7;47;n/d
21/06/2008;8;48;n/d
21/06/2008;9;37;n/d
21/06/2008;10;26;n/d
21/06/2008;11;17;n/d
21/06/2008;12;14;n/d
21/06/2008;13;11;n/d
21/06/2008;14;11;n/d
21/06/2008;15;12;n/d
21/06/2008;16;12;n/d
21/06/2008;17;13;n/d
21/06/2008;18;16;n/d
21/06/2008;19;21;n/d
21/06/2008;20;28;n/d
21/06/2008;21;37;n/d
21/06/2008;22;64;n/d
21/06/2008;23;80;n/d
21/06/2008;24;100;n/d
22/06/2008;1;95;n/d
22/06/2008;2;82;n/d
22/06/2008;3;69;n/d
22/06/2008;4;59;n/d
22/06/2008;5;55;n/d
22/06/2008;6;32;n/d
22/06/2008;7;28;n/d
22/06/2008;8;18;n/d
22/06/2008;9;11;n/d
22/06/2008;10;9;n/d
22/06/2008;11;10;n/d
22/06/2008;12;11;n/d
22/06/2008;13;10;n/d
22/06/2008;14;10;n/d
22/06/2008;15;10;n/d
22/06/2008;16;10;n/d
22/06/2008;17;9;n/d
22/06/2008;18;11;n/d
22/06/2008;19;13;n/d
22/06/2008;20;17;n/d
22/06/2008;21;16;n/d
22/06/2008;22;16;n/d
22/06/2008;23;16;n/d
22/06/2008;24;12;n/d
23/06/2008;1;11;n/d
23/06/2008;2;13;n/d
23/06/2008;3;12;n/d
23/06/2008;4;16;n/d
23/06/2008;5;19;n/d
23/06/2008;6;26;n/d
23/06/2008;7;35;n/d
23/06/2008;8;41;n/d
23/06/2008;9;37;n/d
23/06/2008;10;46;n/d
23/06/2008;11;40;n/d
23/06/2008;12;38;n/d
23/06/2008;13;39;n/d
23/06/2008;14;46;n/d
23/06/2008;15;53;n/d
23/06/2008;16;46;n/d
23/06/2008;17;38;n/d
23/06/2008;18;46;n/d
23/06/2008;19;34;n/d
23/06/2008;20;20;n/d
23/06/2008;21;26;n/d
23/06/2008;22;32;n/d
23/06/2008;23;25;n/d
23/06/2008;24;25;n/d
24/06/2008;1;21;n/d
24/06/2008;2;19;n/d
24/06/2008;3;21;n/d
24/06/2008;4;21;n/d
24/06/2008;5;38;n/d
24/06/2008;6;58;n/d
24/06/2008;7;57;n/d
24/06/2008;8;63;n/d
24/06/2008;9;49;n/d
24/06/2008;10;29;n/d
24/06/2008;11;22;n/d
24/06/2008;12;31;n/d
24/06/2008;13;33;n/d
24/06/2008;14;39;n/d
24/06/2008;15;37;n/d
24/06/2008;16;19;n/d
24/06/2008;17;21;n/d
24/06/2008;18;27;n/d
24/06/2008;19;38;n/d
24/06/2008;20;38;n/d
24/06/2008;21;29;n/d
24/06/2008;22;29;n/d
24/06/2008;23;47;n/d
24/06/2008;24;46;n/d
25/06/2008;1;24;n/d
25/06/2008;2;27;n/d
25/06/2008;3;26;n/d
25/06/2008;4;19;n/d
25/06/2008;5;29;n/d
25/06/2008;6;38;n/d
25/06/2008;7;42;n/d
25/06/2008;8;41;n/d
25/06/2008;9;33;n/d
25/06/2008;10;28;n/d
25/06/2008;11;17;n/d
25/06/2008;12;18;n/d
25/06/2008;13;17;n/d
25/06/2008;14;16;n/d
25/06/2008;15;17;n/d
25/06/2008;16;17;n/d
25/06/2008;17;18;n/d
25/06/2008;18;22;n/d
25/06/2008;19;24;n/d
25/06/2008;20;24;n/d
25/06/2008;21;20;n/d
25/06/2008;22;21;n/d
25/06/2008;23;20;n/d
25/06/2008;24;17;n/d
26/06/2008;1;10;n/d
26/06/2008;2;11;n/d
26/06/2008;3;11;n/d
26/06/2008;4;9;n/d
26/06/2008;5;19;n/d
26/06/2008;6;36;n/d
26/06/2008;7;43;n/d
26/06/2008;8;40;n/d
26/06/2008;9;46;n/d
26/06/2008;10;46;n/d
26/06/2008;11;52;n/d
26/06/2008;12;48;n/d
26/06/2008;13;33;n/d
26/06/2008;14;27;n/d
26/06/2008;15;19;n/d
26/06/2008;16;20;n/d
26/06/2008;17;20;n/d
26/06/2008;18;23;n/d
26/06/2008;19;25;n/d
26/06/2008;20;25;n/d
26/06/2008;21;25;n/d
26/06/2008;22;26;n/d
26/06/2008;23;20;n/d
26/06/2008;24;21;n/d
27/06/2008;1;13;n/d
27/06/2008;2;11;n/d
27/06/2008;3;10;n/d
27/06/2008;4;9;n/d
27/06/2008;5;14;n/d
27/06/2008;6;24;n/d
27/06/2008;7;33;n/d
27/06/2008;8;27;n/d
27/06/2008;9;21;n/d
27/06/2008;10;21;n/d
27/06/2008;11;22;n/d
27/06/2008;12;21;n/d
27/06/2008;13;22;n/d
27/06/2008;14;18;n/d
27/06/2008;15;23;n/d
27/06/2008;16;20;n/d
27/06/2008;17;19;n/d
27/06/2008;18;21;n/d
27/06/2008;19;25;n/d
27/06/2008;20;27;n/d
27/06/2008;21;33;n/d
27/06/2008;22;45;n/d
27/06/2008;23;55;n/d
27/06/2008;24;47;n/d
28/06/2008;1;26;n/d
28/06/2008;2;23;n/d
28/06/2008;3;19;n/d
28/06/2008;4;13;n/d
28/06/2008;5;18;n/d
28/06/2008;6;21;n/d
28/06/2008;7;20;n/d
28/06/2008;8;21;n/d
28/06/2008;9;20;n/d
28/06/2008;10;18;n/d
28/06/2008;11;18;n/d
28/06/2008;12;14;n/d
28/06/2008;13;15;n/d
28/06/2008;14;16;n/d
28/06/2008;15;15;n/d
28/06/2008;16;12;n/d
28/06/2008;17;13;n/d
28/06/2008;18;16;n/d
28/06/2008;19;19;n/d
28/06/2008;20;20;n/d
28/06/2008;21;25;n/d
28/06/2008;22;26;n/d
28/06/2008;23;28;n/d
28/06/2008;24;25;n/d
29/06/2008;1;22;n/d
29/06/2008;2;18;n/d
29/06/2008;3;14;n/d
29/06/2008;4;11;n/d
29/06/2008;5;11;n/d
29/06/2008;6;14;n/d
29/06/2008;7;13;n/d
29/06/2008;8;15;n/d
29/06/2008;9;15;n/d
29/06/2008;10;14;n/d
29/06/2008;11;14;n/d
29/06/2008;12;13;n/d
29/06/2008;13;11;n/d
29/06/2008;14;10;n/d
29/06/2008;15;10;n/d
29/06/2008;16;9;n/d
29/06/2008;17;12;n/d
29/06/2008;18;15;n/d
29/06/2008;19;20;n/d
29/06/2008;20;19;n/d
29/06/2008;21;16;n/d
29/06/2008;22;20;n/d
29/06/2008;23;16;n/d
29/06/2008;24;12;n/d
30/06/2008;1;10;n/d
30/06/2008;2;8;n/d
30/06/2008;3;9;n/d
30/06/2008;4;13;n/d
30/06/2008;5;24;n/d
30/06/2008;6;31;n/d
30/06/2008;7;37;n/d
30/06/2008;8;39;n/d
30/06/2008;9;n/d;n/d
30/06/2008;10;n/d;n/d
30/06/2008;11;34;50
30/06/2008;12;27;65
30/06/2008;13;26;77
30/06/2008;14;27;85
30/06/2008;15;22;100
30/06/2008;16;31;103
30/06/2008;17;33;104
30/06/2008;18;33;100
30/06/2008;19;33;104
30/06/2008;20;32;99
30/06/2008;21;37;87
30/06/2008;22;45;66
30/06/2008;23;60;45
30/06/2008;24;61;30
01/07/2008;1;44;35
01/07/2008;2;35;45
01/07/2008;3;25;54
01/07/2008;4;25;49
01/07/2008;5;56;17
01/07/2008;6;69;9
01/07/2008;7;58;24
01/07/2008;8;38;46
01/07/2008;9;38;52
01/07/2008;10;23;75
01/07/2008;11;25;84
01/07/2008;12;23;88
01/07/2008;13;19;n/d
01/07/2008;14;20;n/d
01/07/2008;15;23;118
01/07/2008;16;18;125
01/07/2008;17;24;123
01/07/2008;18;26;104
01/07/2008;19;28;102
01/07/2008;20;45;76
01/07/2008;21;46;62
01/07/2008;22;47;50
01/07/2008;23;54;42
01/07/2008;24;81;16
02/07/2008;1;33;64
02/07/2008;2;20;77
02/07/2008;3;17;78
02/07/2008;4;23;73
02/07/2008;5;33;64
02/07/2008;6;51;36
02/07/2008;7;58;34
02/07/2008;8;66;32
02/07/2008;9;46;62
02/07/2008;10;41;72
02/07/2008;11;44;70
02/07/2008;12;62;50
02/07/2008;13;59;32
02/07/2008;14;50;44
02/07/2008;15;68;34
02/07/2008;16;50;50
02/07/2008;17;35;53
02/07/2008;18;43;43
02/07/2008;19;39;29
02/07/2008;20;48;15
02/07/2008;21;32;34
02/07/2008;22;33;26
02/07/2008;23;39;15
02/07/2008;24;33;22
03/07/2008;1;33;22
03/07/2008;2;22;31
03/07/2008;3;14;42
03/07/2008;4;18;37
03/07/2008;5;34;12
03/07/2008;6;34;18
03/07/2008;7;36;24
03/07/2008;8;33;33
03/07/2008;9;25;41
03/07/2008;10;24;50
03/07/2008;11;19;61
03/07/2008;12;18;64
03/07/2008;13;21;62
03/07/2008;14;19;69
03/07/2008;15;17;73
03/07/2008;16;21;70
03/07/2008;17;19;69
03/07/2008;18;20;63
03/07/2008;19;29;52
03/07/2008;20;26;53
03/07/2008;21;28;47
03/07/2008;22;31;40
03/07/2008;23;26;42
03/07/2008;24;26;41
04/07/2008;1;36;23
04/07/2008;2;43;8
04/07/2008;3;39;10
04/07/2008;4;47;3
04/07/2008;5;59;4
04/07/2008;6;64;10
04/07/2008;7;51;26
04/07/2008;8;43;37
04/07/2008;9;41;40
04/07/2008;10;37;45
04/07/2008;11;32;50
04/07/2008;12;23;70
04/07/2008;13;16;83
04/07/2008;14;17;96
04/07/2008;15;16;104
04/07/2008;16;16;104
04/07/2008;17;21;99
04/07/2008;18;20;96
04/07/2008;19;27;82
04/07/2008;20;24;79
04/07/2008;21;22;73
04/07/2008;22;23;65
04/07/2008;23;23;58
04/07/2008;24;20;58
05/07/2008;1;14;59
05/07/2008;2;13;58
05/07/2008;3;13;52
05/07/2008;4;17;45
05/07/2008;5;29;32
05/07/2008;6;40;21
05/07/2008;7;38;27
05/07/2008;8;42;25
05/07/2008;9;27;45
05/07/2008;10;25;44
05/07/2008;11;30;31
05/07/2008;12;30;28
05/07/2008;13;16;43
05/07/2008;14;12;55
05/07/2008;15;13;58
05/07/2008;16;13;61
05/07/2008;17;16;57
05/07/2008;18;18;59
05/07/2008;19;22;53
05/07/2008;20;22;65
05/07/2008;21;18;67
05/07/2008;22;15;66
05/07/2008;23;15;63
05/07/2008;24;12;62
06/07/2008;1;16;55
06/07/2008;2;13;56
06/07/2008;3;13;49
06/07/2008;4;18;42
06/07/2008;5;28;27
06/07/2008;6;22;31
06/07/2008;7;17;39
06/07/2008;8;12;56
06/07/2008;9;9;64
06/07/2008;10;10;62
06/07/2008;11;10;62
06/07/2008;12;10;67
06/07/2008;13;8;70
06/07/2008;14;7;72
06/07/2008;15;10;73
06/07/2008;16;10;72
06/07/2008;17;11;73
06/07/2008;18;12;73
06/07/2008;19;18;64
06/07/2008;20;14;66
06/07/2008;21;13;65
06/07/2008;22;12;65
06/07/2008;23;11;62
06/07/2008;24;8;63
07/07/2008;1;5;65
07/07/2008;2;5;60
07/07/2008;3;6;55
07/07/2008;4;9;53
07/07/2008;5;21;36
07/07/2008;6;24;33
07/07/2008;7;26;37
07/07/2008;8;22;44
07/07/2008;9;23;42
07/07/2008;10;19;51
07/07/2008;11;17;53
07/07/2008;12;12;61
07/07/2008;13;12;66
07/07/2008;14;13;72
07/07/2008;15;14;74
07/07/2008;16;12;78
07/07/2008;17;15;69
07/07/2008;18;14;62
07/07/2008;19;16;56
07/07/2008;20;16;56
07/07/2008;21;13;65
07/07/2008;22;13;56
07/07/2008;23;12;55
07/07/2008;24;9;65
08/07/2008;1;7;53
08/07/2008;2;6;51
08/07/2008;3;7;48
08/07/2008;4;11;47
08/07/2008;5;15;48
08/07/2008;6;27;37
08/07/2008;7;30;39
08/07/2008;8;30;40
08/07/2008;9;27;42
08/07/2008;10;17;56
08/07/2008;11;17;58
08/07/2008;12;26;49
08/07/2008;13;27;53
08/07/2008;14;22;59
08/07/2008;15;17;66
08/07/2008;16;20;64
08/07/2008;17;20;64
08/07/2008;18;29;49
08/07/2008;19;34;43
08/07/2008;20;34;43
08/07/2008;21;34;39
08/07/2008;22;30;39
08/07/2008;23;39;27
08/07/2008;24;42;17
09/07/2008;1;22;35
09/07/2008;2;19;34
09/07/2008;3;25;21
09/07/2008;4;29;14
09/07/2008;5;44;5
09/07/2008;6;48;5
09/07/2008;7;45;11
09/07/2008;8;43;17
09/07/2008;9;27;36
09/07/2008;10;17;56
09/07/2008;11;13;64
09/07/2008;12;11;73
09/07/2008;13;14;74
09/07/2008;14;13;75
09/07/2008;15;13;75
09/07/2008;16;21;69
09/07/2008;17;19;70
09/07/2008;18;22;68
09/07/2008;19;21;67
09/07/2008;20;23;62
09/07/2008;21;38;46
09/07/2008;22;69;14
09/07/2008;23;78;7
09/07/2008;24;70;7
10/07/2008;1;56;15
10/07/2008;2;31;43
10/07/2008;3;28;38
10/07/2008;4;32;30
10/07/2008;5;50;9
10/07/2008;6;50;14
10/07/2008;7;40;23
10/07/2008;8;29;29
10/07/2008;9;21;29
10/07/2008;10;13;36
10/07/2008;11;12;42
10/07/2008;12;11;40
10/07/2008;13;12;42
10/07/2008;14;13;44
10/07/2008;15;15;46
10/07/2008;16;16;51
10/07/2008;17;16;59
10/07/2008;18;17;62
10/07/2008;19;18;41
10/07/2008;20;13;45
10/07/2008;21;11;55
10/07/2008;22;11;48
10/07/2008;23;10;45
10/07/2008;24;9;43
11/07/2008;1;6;42
11/07/2008;2;6;49
11/07/2008;3;6;49
11/07/2008;4;10;44
11/07/2008;5;16;39
11/07/2008;6;30;30
11/07/2008;7;32;21
11/07/2008;8;30;25
11/07/2008;9;30;24
11/07/2008;10;33;22
11/07/2008;11;25;32
11/07/2008;12;19;41
11/07/2008;13;22;45
11/07/2008;14;20;58
11/07/2008;15;19;67
11/07/2008;16;14;73
11/07/2008;17;17;73
11/07/2008;18;20;73
11/07/2008;19;19;70
11/07/2008;20;19;68
11/07/2008;21;15;68
11/07/2008;22;15;63
11/07/2008;23;15;58
11/07/2008;24;10;60
12/07/2008;1;8;62
12/07/2008;2;5;68
12/07/2008;3;8;56
12/07/2008;4;14;39
12/07/2008;5;20;40
12/07/2008;6;19;36
12/07/2008;7;17;41
12/07/2008;8;13;52
12/07/2008;9;11;57
12/07/2008;10;12;63
12/07/2008;11;13;63
12/07/2008;12;11;71
12/07/2008;13;12;71
12/07/2008;14;14;64
12/07/2008;15;17;67
12/07/2008;16;19;67
12/07/2008;17;20;65
12/07/2008;18;21;61
12/07/2008;19;23;60
12/07/2008;20;25;59
12/07/2008;21;22;57
12/07/2008;22;21;58
12/07/2008;23;27;50
12/07/2008;24;24;50
13/07/2008;1;29;37
13/07/2008;2;25;39
13/07/2008;3;21;41
13/07/2008;4;16;44
13/07/2008;5;19;41
13/07/2008;6;23;34
13/07/2008;7;19;43
13/07/2008;8;16;50
13/07/2008;9;11;55
13/07/2008;10;10;63
13/07/2008;11;10;69
13/07/2008;12;14;65
13/07/2008;13;12;70
13/07/2008;14;12;70
13/07/2008;15;15;67
13/07/2008;16;17;68
13/07/2008;17;13;72
13/07/2008;18;18;67
13/07/2008;19;19;64
13/07/2008;20;20;58
13/07/2008;21;26;50
13/07/2008;22;28;47
13/07/2008;23;32;39
13/07/2008;24;25;42
14/07/2008;1;24;43
14/07/2008;2;24;39
14/07/2008;3;24;34
14/07/2008;4;30;25
14/07/2008;5;30;28
14/07/2008;6;27;33
14/07/2008;7;25;35
14/07/2008;8;17;47
14/07/2008;9;12;55
14/07/2008;10;10;69
14/07/2008;11;10;80
14/07/2008;12;12;86
14/07/2008;13;10;96
14/07/2008;14;12;98
14/07/2008;15;12;97
14/07/2008;16;15;97
14/07/2008;17;14;101
14/07/2008;18;11;100
14/07/2008;19;17;84
14/07/2008;20;28;70
14/07/2008;21;34;61
14/07/2008;22;35;53
14/07/2008;23;41;51
14/07/2008;24;34;47
15/07/2008;1;34;43
15/07/2008;2;23;50
15/07/2008;3;25;41
15/07/2008;4;45;18
15/07/2008;5;53;16
15/07/2008;6;55;19
15/07/2008;7;56;27
15/07/2008;8;76;24
15/07/2008;9;50;50
15/07/2008;10;37;64
15/07/2008;11;22;80
15/07/2008;12;15;97
15/07/2008;13;n/d;n/d
15/07/2008;14;19;97
15/07/2008;15;23;79
15/07/2008;16;21;81
15/07/2008;17;20;81
15/07/2008;18;23;70
15/07/2008;19;24;53
15/07/2008;20;22;39
15/07/2008;21;21;35
15/07/2008;22;20;39
15/07/2008;23;24;35
15/07/2008;24;24;34
16/07/2008;1;19;32
16/07/2008;2;19;25
